Player,Pitches,Total,Pitch %,PA,AB,BIP,Hits,1B,2B,3B,HR,SO,K%,BB,BB%,Whiffs,Swings,BA,xBA,OBP,xOBP,SLG,xSLG,wOBA,xwOBA,Barrels,BABIP,ISO,Whiff%,EV (MPH),Adj. EV (MPH),LA (°),Dist (ft),Hard Hit%,Barrel/BBE%,Barrel/PA%,Year
"Martorano, Brandon",239,239,100.0,63,55,37,11,8,0,0,3,18,28.6,8,12.7,29,101,.200,.165,.302,.271,.364,.335,.297,.271,4,.235,.164,28.7,85.3,91.5,2,162,35.1,10.8,6.3,2024
"Bradshaw, Davis",238,238,100.0,70,63,53,20,19,1,0,0,11,15.7,5,7.1,15,118,.317,.230,.377,.298,.333,.265,.321,.260,0,.385,.016,12.7,80.2,89.6,-10,101,15.1,0.0,0.0,2024
"Hernandez, Maikel",238,238,100.0,65,60,44,11,9,2,0,0,16,24.6,4,6.2,30,130,.183,.207,.246,.268,.217,.269,.214,.246,1,.250,.033,23.1,81.8,89.2,10,133,11.4,2.3,1.5,2024
"Rosario, Dalvy",237,237,100.0,64,62,40,14,9,5,0,0,22,34.4,2,3.1,36,117,.226,.193,.250,.219,.306,.252,.244,.209,0,.350,.081,30.8,82.5,90.4,18,159,32.5,0.0,0.0,2024
"Morales, Jeferson",236,236,100.0,60,53,42,19,10,7,1,1,11,18.3,6,10.0,21,106,.358,.267,.433,.353,.585,.342,.435,.314,0,.439,.226,19.8,88.5,91.4,3,137,38.1,0.0,0.0,2024
"Simoneit, William",235,235,100.0,60,53,34,9,5,2,0,2,23,38.3,3,5.0,40,108,.170,.136,.207,.191,.321,.247,.226,.212,5,.233,.151,37.0,84.7,91.0,14,157,44.1,14.7,8.3,2024
"Serrano III, Eli  NYM #30",233,233,100.0,56,47,35,11,5,3,2,1,12,21.4,7,12.5,28,95,.234,.239,.357,.361,.447,.458,.351,.358,4,.294,.213,29.5,90.2,92.4,11,174,48.6,11.4,7.1,2024
"Knight, Caleb",232,232,100.0,68,62,46,12,7,1,0,4,18,26.5,4,5.9,44,120,.194,.204,.242,.253,.403,.341,.279,.261,4,.200,.210,36.7,84.8,91.1,13,130,34.8,8.7,5.9,2024
"DiChiara, Sonny",232,232,100.0,61,52,27,6,4,2,0,0,27,44.3,6,9.8,51,116,.115,.108,.217,.219,.154,.129,.182,.183,1,.231,.038,44.0,85.4,90.7,14,117,25.9,3.7,1.6,2024
"Lane, Carmine",229,229,100.0,62,56,40,10,8,1,1,0,16,25.8,6,9.7,37,117,.179,.173,.258,.253,.232,.232,.226,.225,1,.250,.054,31.6,80.8,89.6,16,141,15.0,2.5,1.6,2024
"Flint, Tucker",229,229,100.0,56,46,33,10,4,5,0,1,13,23.2,9,16.1,28,87,.217,.178,.357,.327,.391,.293,.335,.291,2,.281,.174,32.2,85.7,91.2,5,157,39.4,6.1,3.6,2024
"Sands, Donny",229,229,100.0,56,51,35,9,8,1,0,0,16,28.6,5,8.9,21,90,.176,.256,.250,.322,.196,.306,.210,.285,0,.257,.020,23.3,88.7,91.7,4,136,45.7,0.0,0.0,2024
"Pino, Luis",228,228,100.0,58,54,31,10,7,2,0,1,23,39.7,3,5.2,44,116,.185,.135,.228,.181,.278,.208,.225,.176,1,.300,.093,37.9,87.0,91.2,12,124,35.5,3.2,1.7,2024
"Antonia, Donovan",228,228,100.0,56,47,29,8,7,1,0,0,18,32.1,8,14.3,34,100,.170,.153,.304,.289,.191,.196,.244,.238,1,.276,.021,34.0,80.8,89.8,6,116,17.2,3.4,1.8,2024
"Ortega, Victor",227,227,100.0,55,43,34,10,8,2,0,0,9,16.4,12,21.8,11,81,.233,.243,.400,.408,.279,.287,.324,.331,0,.294,.047,13.6,84.7,89.6,8,163,14.7,0.0,0.0,2024
"Penney, Jack",226,226,100.0,53,45,30,10,6,2,2,0,15,28.3,8,15.1,23,99,.222,.167,.340,.293,.356,.274,.311,.263,2,.333,.133,23.2,87.2,90.2,7,174,33.3,6.7,3.8,2024
"Gazdar, Jon Jon",225,225,100.0,70,60,56,15,11,3,1,0,5,7.1,7,10.0,15,112,.250,.267,.348,.362,.333,.336,.309,.319,1,.273,.083,13.4,84.4,90.8,9,131,26.8,1.8,1.4,2024
"Praytor, Sam",225,225,100.0,56,49,38,13,8,4,0,1,12,21.4,6,10.7,25,92,.265,.247,.345,.329,.408,.415,.332,.326,2,.333,.143,27.2,88.6,92.5,14,150,44.7,5.3,3.6,2024
"Herman, Jack",225,225,100.0,55,51,25,9,7,2,0,0,26,47.3,4,7.3,51,123,.176,.159,.236,.221,.216,.278,.208,.222,2,.360,.039,41.5,88.2,90.5,14,115,44.0,8.0,3.6,2024
"Adrianza, Ehire",224,224,100.0,53,43,36,15,10,2,2,1,9,17.0,8,15.1,20,81,.349,.238,.434,.351,.558,.342,.416,.313,1,.400,.209,24.7,86.1,90.9,8,141,25.0,2.8,1.9,2024
"Campero, Gustavo",224,224,100.0,59,50,42,14,11,3,0,0,9,15.3,5,8.5,26,116,.280,.280,.379,.380,.340,.338,.329,.328,0,.341,.060,22.4,85.9,91.8,6,117,38.1,0.0,0.0,2024
"Cobb, Owen",221,221,100.0,63,54,40,15,11,4,0,0,15,23.8,7,11.1,31,117,.278,.218,.365,.315,.352,.260,.322,.269,0,.375,.074,26.5,83.9,90.5,2,120,25.0,0.0,0.0,2024
"Spohn, Harrison",219,219,100.0,56,51,33,11,8,3,0,0,18,32.1,5,8.9,32,102,.216,.153,.286,.228,.275,.200,.255,.201,0,.333,.059,31.4,84.2,89.8,13,115,18.2,0.0,0.0,2024
"Hidalgo, Renny",219,219,100.0,51,44,28,7,6,1,0,0,16,31.4,6,11.8,40,113,.159,.157,.275,.275,.182,.204,.224,.233,0,.250,.023,35.4,87.1,89.6,16,131,21.4,0.0,0.0,2024
"Benge, Carson  MLB #99 / #NYM #5",218,218,100.0,59,50,39,13,8,3,0,2,11,18.6,7,11.9,16,93,.260,.237,.373,.353,.440,.352,.359,.322,2,.297,.180,17.2,88.4,91.0,2,166,35.9,5.1,3.4,2024
"Rudd, Jaden",217,217,100.0,56,44,29,6,4,1,0,1,15,26.8,7,12.5,22,82,.136,.153,.321,.335,.227,.201,.272,.272,1,.179,.091,26.8,77.8,89.5,7,129,17.2,3.4,1.8,2024
"Casas, Triston",217,217,100.0,49,42,28,12,4,7,0,1,14,28.6,6,12.2,23,82,.286,.210,.388,.323,.524,.430,.392,.330,5,.407,.238,28.0,91.6,91.9,17,178,42.9,17.9,10.2,2024
"Tello, Raider",217,217,100.0,58,51,38,13,11,2,0,0,13,22.4,6,10.3,26,108,.255,.210,.345,.306,.294,.279,.294,.270,0,.342,.039,24.1,86.0,90.1,4,161,31.6,0.0,0.0,2024
"Morris, Tanner",215,215,100.0,57,47,34,7,4,3,0,0,14,24.6,9,15.8,23,84,.149,.173,.281,.304,.213,.276,.237,.271,2,.206,.064,27.4,86.4,90.3,8,150,29.4,5.9,3.5,2024
"Solano, Donovan",214,214,100.0,51,44,37,14,10,3,0,1,8,15.7,5,9.8,23,90,.318,.300,.392,.377,.455,.400,.369,.344,1,.361,.136,25.6,89.7,91.3,20,189,40.5,2.7,2.0,2024
"Lewis, Dillon",213,213,100.0,56,52,43,13,8,4,0,1,9,16.1,4,7.1,21,96,.250,.244,.304,.298,.385,.308,.301,.273,0,.286,.135,21.9,90.0,91.7,15,120,32.6,0.0,0.0,2024
"Daniel, Omari",210,210,100.0,54,52,27,8,4,3,1,0,25,46.3,2,3.7,41,102,.154,.087,.185,.122,.250,.111,.190,.109,0,.296,.096,40.2,78.3,89.1,16,166,7.4,0.0,0.0,2024
"Lawlar, Jordan  MLB #9 / #AZ #1",210,210,100.0,58,49,34,18,12,3,1,2,17,29.3,7,12.1,27,93,.367,.245,.439,.334,.592,.317,.436,.295,0,.516,.224,29.0,85.4,91.0,9,159,32.4,0.0,0.0,2024
"Wallace, Landon",209,209,100.0,55,48,30,11,6,3,2,0,19,34.5,6,10.9,32,87,.229,.211,.315,.299,.375,.328,.303,.282,2,.379,.146,36.8,86.2,91.6,6,151,46.7,6.7,3.6,2024
"McGuire, Reese",209,209,100.0,51,44,29,5,4,1,0,0,15,29.4,6,11.8,22,91,.114,.131,.220,.235,.136,.168,.178,.196,0,.172,.023,24.2,81.4,90.0,26,154,17.2,0.0,0.0,2024
"Roselli, Nick",208,208,100.0,53,45,32,15,12,2,0,1,13,24.5,7,13.2,28,104,.333,.195,.434,.317,.444,.287,.390,.282,1,.452,.111,26.9,81.5,91.1,1,125,25.0,3.1,1.9,2024
"Pacheco, Izaac",207,207,100.0,50,41,26,10,7,3,0,0,15,30.0,9,18.0,32,92,.244,.253,.380,.388,.317,.384,.323,.349,1,.385,.073,34.8,89.1,91.3,11,129,46.2,3.8,2.0,2024
"Marte, Noelvi",207,207,100.0,53,53,38,8,7,1,0,0,15,28.3,0,0.0,34,116,.151,.194,.151,.194,.170,.251,.140,.192,1,.211,.019,29.3,86.6,91.7,7,117,39.5,2.6,1.9,2024
"Gonzalez, Romy",207,207,100.0,57,51,42,19,12,2,2,3,10,17.5,4,7.0,31,101,.373,.350,.421,.404,.667,.608,.454,.426,6,.410,.294,30.7,94.3,93.4,9,170,45.2,14.3,10.5,2024
"Massey, Michael",203,203,100.0,54,51,44,17,8,7,0,2,7,13.0,3,5.6,20,107,.333,.259,.370,.300,.588,.363,.407,.290,1,.357,.255,18.7,88.5,91.2,16,156,40.9,2.3,1.9,2024
"Matthews, Brice  HOU #4",201,201,100.0,48,42,23,6,4,2,0,0,19,39.6,3,6.3,18,72,.143,.196,.250,.297,.190,.271,.214,.265,0,.261,.048,25.0,87.9,91.3,28,158,43.5,0.0,0.0,2024
"Balogh, Ricardo",200,200,100.0,51,44,32,9,6,3,0,0,12,23.5,7,13.7,24,86,.205,.199,.314,.309,.273,.252,.272,.264,0,.281,.068,27.9,85.1,90.2,11,134,28.1,0.0,0.0,2024
"Long, Jacoby",200,200,100.0,54,50,37,9,9,0,0,0,13,24.1,3,5.6,35,105,.180,.197,.241,.256,.180,.229,.199,.224,0,.243,.000,33.3,84.6,89.3,10,135,13.5,0.0,0.0,2024
"Mercedes, Yasser  MIN #15",200,200,100.0,48,40,22,5,4,1,0,0,18,37.5,6,12.5,27,72,.125,.121,.271,.268,.150,.170,.216,.222,1,.227,.025,37.5,83.6,90.3,10,105,27.3,4.5,2.1,2024
"Ruiz, Esteury",200,200,100.0,52,43,34,14,9,2,0,3,10,19.2,6,11.5,27,94,.326,.271,.423,.379,.581,.524,.426,.385,4,.355,.256,28.7,89.4,91.4,16,135,32.4,11.8,7.7,2024
"Pavolony, Connor",199,199,100.0,45,37,27,11,5,6,0,0,11,24.4,7,15.6,32,102,.297,.215,.409,.340,.459,.368,.381,.319,2,.423,.162,31.4,83.7,90.4,16,146,33.3,7.4,4.4,2024
"Flores, Yemal",199,199,100.0,48,42,22,8,7,0,0,1,20,41.7,3,6.3,47,94,.190,.186,.292,.287,.262,.264,.259,.257,2,.333,.071,50.0,85.2,91.5,13,128,31.8,9.1,4.2,2024
"Monasterio, Andruw",198,198,100.0,47,37,29,9,7,2,0,0,10,21.3,7,14.9,20,72,.243,.250,.362,.369,.297,.337,.303,.321,1,.310,.054,27.8,91.3,92.0,13,155,41.4,3.4,2.1,2024
"Berg, Derek",198,198,100.0,48,42,26,5,4,0,0,1,17,35.4,5,10.4,28,81,.119,.117,.208,.208,.190,.138,.188,.172,0,.160,.071,34.6,86.1,89.9,7,128,19.2,0.0,0.0,2024
"Mathison, Carter  PHI #29",197,197,100.0,43,28,17,5,4,1,0,0,11,25.6,11,25.6,19,60,.179,.186,.465,.470,.214,.241,.354,.364,0,.294,.036,31.7,82.6,90.0,14,137,17.6,0.0,0.0,2024
"Casteel, Ryan",192,192,100.0,49,47,27,10,7,1,0,2,20,40.8,2,4.1,33,98,.213,.196,.245,.229,.362,.282,.263,.226,2,.320,.149,33.7,89.5,91.1,20,143,37.0,7.4,4.1,2024
"Blake, Andy",191,191,100.0,50,45,33,9,7,0,0,2,12,24.0,4,8.0,25,84,.200,.188,.280,.270,.333,.325,.275,.265,3,.226,.133,29.8,78.6,90.1,10,138,21.2,9.1,6.0,2024
"Mitchell, Garrett",190,190,100.0,52,44,35,14,8,2,0,4,10,19.2,6,11.5,18,78,.318,.306,.404,.398,.636,.532,.435,.398,5,.323,.318,23.1,87.9,91.8,11,164,37.1,14.3,9.6,2024
"Albrecht, Lou",187,187,100.0,48,43,26,7,5,1,0,1,17,35.4,3,6.3,33,86,.163,.181,.250,.267,.256,.257,.234,.243,1,.240,.093,38.4,85.0,90.3,6,136,23.1,3.8,2.1,2024
"Breaux, Josh",187,187,100.0,51,48,30,7,4,1,0,2,18,35.3,3,5.9,39,105,.146,.180,.196,.228,.292,.307,.215,.235,1,.179,.146,37.1,86.6,91.0,14,143,30.0,3.3,2.0,2024
"Stauss, Wade",187,187,100.0,42,34,14,5,3,2,0,0,20,47.6,7,16.7,37,78,.147,.163,.310,.322,.206,.195,.255,.258,0,.357,.059,47.4,92.1,90.8,11,160,50.0,0.0,0.0,2024
"Williams, Jett  MLB #52 / #NYM #2",186,186,100.0,47,34,24,11,7,4,0,0,10,21.3,12,25.5,15,57,.324,.274,.511,.475,.441,.360,.429,.389,0,.458,.118,26.3,89.8,91.5,20,168,37.5,0.0,0.0,2024
"Chang, Yu",185,185,100.0,50,41,26,12,7,3,0,2,15,30.0,8,16.0,36,79,.293,.225,.420,.364,.512,.399,.405,.342,3,.417,.220,45.6,88.5,91.2,14,146,34.6,11.5,6.0,2024
"Hilson, P.J.",178,178,100.0,55,52,34,7,4,1,0,2,18,32.7,2,3.6,40,103,.135,.138,.182,.185,.269,.209,.200,.179,1,.156,.135,38.8,83.9,90.0,10,118,23.5,2.9,1.8,2024
"Simas, Karson",177,177,100.0,45,41,29,11,10,0,0,1,13,28.9,2,4.4,20,83,.268,.217,.311,.269,.341,.306,.288,.258,3,.357,.073,24.1,85.0,91.7,-3,106,51.7,10.3,6.7,2024
"Moncada, Yoán",177,177,100.0,46,41,29,14,8,5,0,1,12,26.1,5,10.9,25,83,.341,.235,.413,.319,.537,.385,.409,.310,2,.464,.195,30.1,92.2,92.0,18,159,31.0,6.9,4.3,2024
"Young, Wyatt",173,173,100.0,52,46,34,13,11,2,0,0,13,25.0,3,5.8,18,96,.283,.171,.346,.248,.326,.204,.302,.214,0,.382,.043,18.8,83.6,89.0,10,141,14.7,0.0,0.0,2024
"Kahle, Nick",172,172,100.0,47,43,36,11,8,2,0,1,7,14.9,2,4.3,30,102,.256,.259,.319,.324,.372,.354,.307,.303,1,.286,.116,29.4,83.0,90.1,13,149,25.0,2.8,2.1,2024
"Patrick, Andrew",172,172,100.0,43,36,21,7,5,2,0,0,15,34.9,7,16.3,38,88,.194,.154,.326,.292,.250,.192,.273,.238,0,.333,.056,43.2,81.1,89.4,17,156,9.5,0.0,0.0,2024
"Jones, Brendan",171,171,100.0,41,28,20,9,5,3,0,1,8,19.5,13,31.7,11,52,.321,.209,.537,.460,.536,.358,.468,.384,2,.421,.214,21.2,86.3,90.4,25,190,30.0,10.0,4.9,2024
"Pertuz, Fabian",169,169,100.0,42,39,25,8,3,3,0,2,14,33.3,3,7.1,27,86,.205,.212,.262,.268,.436,.346,.299,.270,2,.261,.231,31.4,86.9,90.0,20,173,24.0,8.0,4.8,2024
"Gourson, Duce",169,169,100.0,48,35,25,8,4,4,0,0,10,20.8,10,20.8,16,61,.229,.262,.438,.462,.343,.362,.367,.383,2,.320,.114,26.2,89.1,91.4,14,146,44.0,8.0,4.2,2024
"Hernandez, Diomedes",169,169,100.0,47,40,34,12,9,2,0,1,7,14.9,6,12.8,27,84,.300,.258,.383,.348,.425,.338,.354,.307,1,.333,.125,32.1,85.9,90.6,17,151,29.4,2.9,2.1,2024
"Nieporte, Quincy",168,168,100.0,43,36,26,10,8,2,0,0,10,23.3,6,14.0,34,96,.278,.202,.381,.316,.333,.242,.326,.266,0,.385,.056,35.4,85.3,90.9,7,129,26.9,0.0,0.0,2024
"De La Rosa, Marcos",164,164,100.0,47,38,19,9,7,0,0,2,20,42.6,5,10.6,37,82,.237,.182,.362,.320,.395,.292,.338,.286,2,.412,.158,45.1,80.7,90.0,18,130,31.6,10.5,4.3,2024
"Bins, Carter",164,164,100.0,47,40,20,11,6,5,0,0,20,42.6,4,8.5,33,79,.275,.146,.383,.273,.400,.243,.351,.246,3,.550,.125,41.8,88.9,92.3,10,115,50.0,15.0,6.4,2024
"Kohlwey, Taylor",164,164,100.0,37,34,21,3,2,1,0,0,13,35.1,3,8.1,18,72,.088,.114,.162,.186,.118,.133,.137,.155,0,.143,.029,25.0,80.1,90.9,23,121,4.8,0.0,0.0,2024
"Wisdom, Patrick",164,164,100.0,35,27,16,11,4,4,0,3,12,34.3,7,20.0,23,58,.407,.352,.514,.493,.889,.753,.558,.538,5,.615,.481,39.7,96.0,94.9,27,190,62.5,31.3,14.3,2024
"Lewis, AJ",163,163,100.0,44,35,31,11,5,6,0,0,5,11.4,7,15.9,17,68,.314,.338,.432,.462,.486,.450,.397,.409,0,.355,.171,25.0,86.8,90.6,10,174,38.7,0.0,0.0,2024
"Smith, Marcus",163,163,100.0,42,39,18,6,5,1,0,0,21,50.0,2,4.8,21,58,.154,.139,.214,.200,.179,.171,.185,.176,0,.333,.026,36.2,87.8,90.9,9,147,33.3,0.0,0.0,2024
"Culpepper, Kaelen  MIN #4",161,161,100.0,41,37,35,11,6,3,0,2,2,4.9,3,7.3,8,72,.297,.342,.366,.406,.541,.586,.389,.426,3,.273,.243,11.1,88.1,91.8,11,170,34.3,8.6,7.3,2024
"Reyes, Luis",160,160,100.0,50,45,37,14,11,2,0,1,9,18.0,4,8.0,25,87,.311,.256,.360,.310,.422,.320,.340,.281,0,.361,.111,28.7,85.0,90.7,10,151,18.9,0.0,0.0,2024
"Lopez, Otto",159,159,100.0,49,45,38,18,11,5,0,2,7,14.3,3,6.1,16,77,.400,.296,.449,.353,.644,.486,.466,.362,4,.444,.244,20.8,92.2,93.3,6,170,52.6,10.5,8.2,2024
"Collins, Corey",159,159,100.0,34,23,16,5,4,0,0,1,8,23.5,8,23.5,15,62,.217,.194,.441,.426,.348,.371,.369,.366,1,.267,.130,24.2,85.4,90.4,26,180,31.3,6.3,2.9,2024
"Peterson, Dustin",157,157,100.0,35,30,22,5,5,0,0,0,10,28.6,3,8.6,13,78,.167,.208,.229,.272,.167,.232,.185,.235,0,.227,.000,16.7,84.8,90.5,7,134,22.7,0.0,0.0,2024
"Bethancourt, Christian",157,157,100.0,40,39,26,8,7,1,0,0,13,32.5,1,2.5,37,99,.205,.169,.225,.190,.231,.215,.203,.180,0,.308,.026,37.4,88.0,90.9,7,140,34.6,0.0,0.0,2024
"Coley II, Mark",157,157,100.0,36,31,20,12,6,2,4,0,11,30.6,3,8.3,28,76,.387,.196,.472,.307,.710,.285,.491,.275,1,.600,.323,36.8,85.5,90.1,17,142,25.0,5.0,2.8,2024
"Grandal, Yasmani",156,156,100.0,38,35,27,9,6,2,0,1,8,21.1,3,7.9,16,72,.257,.184,.316,.248,.400,.340,.314,.258,4,.308,.143,22.2,92.1,93.1,5,124,51.9,14.8,10.5,2024
"Stovall, Peyton  CIN #18",155,155,100.0,39,33,27,6,5,0,1,0,6,15.4,6,15.4,16,68,.182,.168,.308,.296,.242,.207,.260,.245,0,.222,.061,23.5,88.0,90.8,4,115,25.9,0.0,0.0,2024
"Brennan, Will",154,154,100.0,39,35,27,13,8,4,0,1,8,20.5,2,5.1,19,81,.371,.299,.421,.354,.571,.387,.427,.329,1,.462,.200,23.5,91.8,91.1,7,173,44.4,3.7,2.6,2024
"Rosario, Eddie",153,153,100.0,42,40,31,6,1,1,2,2,9,21.4,2,4.8,30,90,.150,.148,.190,.189,.425,.239,.257,.189,1,.138,.275,33.3,84.9,90.4,17,165,19.4,3.2,2.4,2024
"Rodriguez, Emmanuel  MLB #29 / #MIN #2",153,153,100.0,33,26,13,5,4,0,0,1,13,39.4,7,21.2,18,50,.192,.193,.364,.365,.308,.379,.315,.336,3,.333,.115,36.0,93.1,92.8,11,157,53.8,23.1,9.1,2024
"Cavanaugh, Drew",152,152,100.0,35,30,23,9,9,0,0,0,7,20.0,4,11.4,13,56,.300,.290,.400,.391,.300,.391,.326,.352,0,.391,.000,23.2,89.2,91.6,13,146,34.8,0.0,0.0,2024
"Dunn, Oliver",151,151,100.0,33,29,20,9,5,3,0,1,9,27.3,4,12.1,19,65,.310,.237,.394,.330,.517,.386,.393,.318,2,.421,.207,29.2,85.7,91.1,1,142,40.0,10.0,6.1,2024
